title,content,source,published_at,url,collected_at
President Trump Lights Up Cannabis Stocks With Pro-CBD Truth Social Post,"President Donald Trump posted a video on Truth Social on Sunday, promoting the potential health benefits of cannabis.
Cannabis stocks lit up on Monday after Trump resurrected hopes for a change in federal drug policy.
TLRY stock is on fire.
See the real-time price action here.
Is Trump…This story appeared on benzinga.com , 2025-09-29 14:36:05.",Biztoc.com,2025-09-29T14:41:51Z,https://biztoc.com/x/c82df1607ea7a281,2025-09-30 23:07:36.372062
"Stock Market News Today, 9/29/25 – U.S. Stock Futures Edge Higher After a Week of Losses","U.S. stock futures were rising early Monday after the three major indexes ended last week in the red amid growing worries about a potential AI-driven market bubble.
Futures on the Nasdaq 100 (NDX), the S&P 500 (SPX), and the Dow Jones Industrial Average (DJIA) were up 0.60%, 0.46%, and…This story appeared on tipranks.com , 2025-09-29 14:41:46.567000.",Biztoc.com,2025-09-29T14:41:46Z,https://biztoc.com/x/7ef24cb9f3cd8262,2025-09-30 23:07:36.732060
Nvidia Stock Rises. Watch OpenAI to See Where It Goes Next,", 200); return false;"">Why is Electronic Arts being taken private for $55B? , 200); return false;"">How will a US govern… [+714 chars]",Biztoc.com,2025-09-29T14:41:38Z,https://biztoc.com/x/b946b08e802a09d5,2025-09-30 23:07:37.178549
Apple Stock Is on a Roll. But This Data Show iPhone 17 Sales Losing Momentum,", 200); return false;"">Why is Electronic Arts being taken private for $55B? , 200); return false;"">How will a US govern… [+716 chars]",Biztoc.com,2025-09-29T14:41:25Z,https://biztoc.com/x/0d627a95ce0a3f6a,2025-09-30 23:07:37.596123
Stock Is Trending Monday: What's Going On?,"GameStop Corp (NYSE: GME) shares are trading higher Monday morning, continuing a strong rally that has seen the stock gain nearly 20% over the past month.
The broader video game sector is seeing strength Monday after Electronic Arts announced it is being acquired in a $55 billion all-cash…This story appeared on benzinga.com , 2025-09-29 14:23:16.",Biztoc.com,2025-09-29T14:41:12Z,https://biztoc.com/x/a99ebf1c93cf8550,2025-09-30 23:07:38.021851
Video game giant & battlefield creator Electronic Arts to go private in record $55 billion leveraged buyout,"Electronic Arts (EA), a major video game company known for the Battlefield game, will be privatised through a record $55 billion leveraged buyout by a consortium including private equity firm Silver Lake, Saudi Arabia's Public Investment Fund, and Jared Kushner's Affinity Partners, the company said Monday.
The agreement for the creator of Battlefield highlights how investors are betting on the appeal of major game franchises as the gaming industry recovers from a long downturn.
This would be the biggest leveraged buyout ever, surpassing TXU Energy's 2007 acquisition and other major deals from that decade, such as Toys ""R"" Us and Hertz.
It comes amid a resurgence in global dealmaking, driven by lower borrowing costs that boost interest in large transactions, Reuters reported.
EA will remain headquartered in Redwood City, California and continue to be led by Andrew Wilson as CEO.",Livemint,2025-09-29T14:40:52Z,https://www.livemint.com/companies/news/video-game-giant-battlefield-creator-electronic-arts-to-go-private-in-record-55-billion-leveraged-buyout-11759154345489.html,2025-09-30 23:07:38.195451
"Patton Fund Management Inc. Invests $238,000 in Ford Motor Company $F","Ford Motor Company has a 1 year low of $8.44 and a 1 year high of $12.32.
On average, sell-side analysts predict that Ford Motor Company will post 1.47 EPS for the current fiscal year.
It operates through Ford Blue, Ford Model e, and Ford Pro; Ford Next; and Ford Credit segments.
Visit HoldingsChannel.com to get the latest 13F filings and insider trades for Ford Motor Company (NYSE:F – Free Report).
Receive News & Ratings for Ford Motor Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Ford Motor and related companies with MarketBeat.com's FREE daily email newsletter.",ETF Daily News,2025-09-29T14:40:43Z,https://www.etfdailynews.com/2025/09/29/patton-fund-management-inc-invests-238000-in-ford-motor-company-f/,2025-09-30 23:07:39.379867
"5,456 Shares in Fastenal Company $FAST Acquired by Patton Fund Management Inc.","Patton Fund Management Inc. bought a new position in Fastenal Company (NASDAQ:FAST – Free Report) during the 2nd quarter, according to its most recent filing with the SEC.
The institutional investor bought 5,456 shares of the company’s stock, valued at approximately $229,000.
Charles Schwab Investment Management Inc. now owns 22,615,915 shares of the company’s stock valued at $1,753,864,000 after acquiring an additional 1,850,871 shares during the last quarter.
Fastenal Company has a 12 month low of $34.69 and a 12 month high of $50.63.
On average, equities analysts expect that Fastenal Company will post 2.15 EPS for the current year.",ETF Daily News,2025-09-29T14:40:43Z,https://www.etfdailynews.com/2025/09/29/5456-shares-in-fastenal-company-fast-acquired-by-patton-fund-management-inc/,2025-09-30 23:07:40.527804
"Fantasy Football Stock Report: Quentin Johnston, George Pickens on the rise while Brock Bowers among fallers after Week 4","[Upgrade to Fantasy Plus and gain your edge in player projections and much more]Once again, I've compiled the full weekly fantasy stock report below.
The rookie scored 10 more fantasy points on Sunday (32.5) than he did in the first three weeks combined (23.2).
📉 Stock Down at WRJameson Williams, LionsJameson Williams had 17.8 fantasy points on two catches in Week 2 (against the Bears defense).
Outside of those two catches — so, his other three-plus games combined — Williams has just 14.6 fantasy points on the season.
Brock Bowers and Sam LaPorta, Raiders/LionsI know Brock Bowers started the year with an injury, but since Week 1, he has logged fewer than eight fantasy points in three straight games.",Yahoo Entertainment,2025-09-29T14:40:38Z,https://sports.yahoo.com/fantasy/article/fantasy-football-stock-report-quentin-johnston-george-pickens-on-the-rise-while-brock-bowers-among-fallers-after-week-4-144038325.html,2025-09-30 23:07:41.340970
"This 15.6″ Portable Gaming Monitor Is Already Cheaper Than Ever, Stock Is Flying Before October Prime Day Even Starts","Among the better ones is this $70 steal on the KYY Portable Gaming Monitor, a 15.6-inch full-HD screen that works with virtually any USB-C or mini-HDMI device.
The KYY Portable Gaming Monitor earns its kudos by being crazy thin and portable — about a third of an inch thick and under 2 pounds — and for its nearly universal compatibility.
See at AmazonMore Than PortableEven if the KYY monitor wasn’t portable, it would be a strong everyday screen.
The screen-protection cover that comes with the KYY Portable Gaming Monitor is also its stand, with adjustable angles for easy setup.
Works With EverythingThe KYY Portable Gaming Monitor is also pure plug-and-play, through the dual USB-C ports and mini-HDMI jack.",Kotaku,2025-09-29T14:40:27Z,https://kotaku.com/this-15-6-portable-gaming-monitor-is-already-cheaper-than-ever-stock-is-flying-before-october-prime-day-even-starts-2000629604,2025-09-30 23:07:42.326346
Dealmakers defy stubborn M&A market with rare $1 trillion haul,"A rush of big, bold mergers and acquisitions is lifting dealmakers in an otherwise slower-than-expected market for getting transactions off the ground.
“Companies have wanted to be aggressive in M&A but the uncertainty and regulatory environment were real headwinds,” said Tom Miles, global co-head of M&A at Morgan Stanley.
M&A advisers point to a range of persistent challenges for smaller companies, including macroeconomic volatility, political instability and a sluggish rate of interest rate cuts.
This, she said, would force private equity firms to get creative on the sale of assets.
“There are close to 1,000 companies worth more than €1 billion valuation with average private equity ownership above six years,” Méchain said.",Fortune,2025-09-29T14:40:27Z,https://fortune.com/2025/09/29/dealmakers-1-trillion-third-quarter-wall-street-bankers-mergers-acquisitions/,2025-09-30 23:07:42.482763
Stock Market Today: Stocks rise as government shutdown threat looms,"This live blog is refreshed periodically throughout the day with the latest updates from the market.To find the latest Stock Market Today threads, . Happy Monday. This is TheStreet's Stock… [+4233 chars]",TheStreet,2025-09-29T14:38:30Z,https://www.thestreet.com/markets/stock-market-today-september-29-2025,2025-09-30 23:07:42.551947
Video gamer Electronic Arts to be acquired for $52.5 billion in largest-ever private equity buyout,"We’re Sorry!
This website is unavailable in your location.
Error 451It appears you are attempting to access this website from a country outside of the United States, therefore access cannot be granted at this time.",WFTV Orlando,2025-09-29T14:37:56Z,https://www.wftv.com/news/video-gamer/BFFIUJ6IOVGRLPGO5NKMHXA7YU/,2025-09-30 23:07:42.773408
"Electronic Arts to go private in record $55 billion buyout, the largest in private equity history","The S&P 500 added 0.4% in early trading Monday, coming off its first losing week in the last four.
Futures for the S&P 500 rose 0.5% before the bell, while futures for the Dow Jones Industrial Average rose 0.4%.
Shares of Electronic Arts jumped 5.7% after it agreed to go private in a $55 billion buyout.
Australia’s S&P/ASX 200 rose 0.9% to 8,862.80, while the Kospi in South Korea surged 1.3% to 3,431.21.
In energy trading early Monday, U.S. benchmark crude oil lost $1.29, nearly 2%, to $64.43 per barrel.",Fortune,2025-09-29T14:37:07Z,https://fortune.com/2025/09/29/electronic-arts-private-equity-buuyout/,2025-09-30 23:07:42.907749
Johnson Fistel Investigates Potential Fiduciary Breaches in Electronic Arts $210/Share Go-Private Deal,"Background:On September 28, 2025, Electronic Arts entered into an Agreement and Plan of Merger (the “Merger Agreement”) pursuant to which the Company will be acquired by the Group.
The Board has unanimously approved the Merger Agreement and resolved to recommend that EA stockholders approve the transaction.
If you own Electronic Arts shares and believe this proposed deal grossly undervalues your investment, please consider joining our investigation.
About Johnson Fistel, PLLPJohnson Fistel, PLLP is a nationally recognized shareholder rights law firm with offices across the U.S., representing both individual and institutional investors in shareholder derivative and securities class action lawsuits, including foreign investors who purchased on U.S. exchanges.
Johnson Fistel, PLLP, has paid for the dissemination of this promotional communication, and Frank J. Johnson is the attorney responsible for its content.",GlobeNewswire,2025-09-29T14:37:00Z,https://www.globenewswire.com/news-release/2025/09/29/3157911/0/en/Johnson-Fistel-Investigates-Potential-Fiduciary-Breaches-in-Electronic-Arts-210-Share-Go-Private-Deal.html,2025-09-30 23:07:43.641758
Here’s Why BeOne Medicines Ltd. (ONC) Declined in Q2,"BeOne Medicines AG (NASDAQ:ONC) is an oncology company that focuses on discovering and developing various treatments for cancer patients.
The one-month return of BeOne Medicines AG (NASDAQ:ONC) was 7.99%, and its shares gained 47.21% of their value over the last 52 weeks.
On September 26, 2025, BeOne Medicines AG (NASDAQ:ONC) stock closed at $326.06 per share, with a market capitalization of $38.54 billion.
BeOne Medicines AG (NASDAQ:ONC) is not on our list of 30 Most Popular Stocks Among Hedge Funds.
While we acknowledge the potential of BeOne Medicines AG (NASDAQ:ONC) as an investment, we believe certain AI stocks offer greater upside potential and carry less downside risk.",Yahoo Entertainment,2025-09-29T14:35:17Z,https://finance.yahoo.com/news/why-beone-medicines-ltd-onc-143517581.html,2025-09-30 23:07:44.676444
Want To Live On $100K A Year In Retirement? This Is How Much You'd Need To Make,"But if you want that same $100,000 a year once you stop working, the question becomes: how much do you really need saved?
Don't Miss:From there, he calculated that you'd need about $1.75 million in savings to cover a 30-year retirement without Social Security.
Once you factor in the average Social Security benefit of roughly $24,000 a year, that number falls closer to $1.1 million.
Kiplinger broke it down this way:To withdraw $100,000 annually, you'd need about $2.5 million saved.
Subtract Social Security — around $24,000 a year — and the number drops to about $1.9 million.",Yahoo Entertainment,2025-09-29T14:34:06Z,https://finance.yahoo.com/news/want-live-100k-retirement-much-143406053.html,2025-09-30 23:07:45.550547
"His Girlfriend Wants To Pay Off His $21,000 Debt. Dave Ramsey Warns: Don't Buy Houses, Cars, Or Pay Debts For People You're Not Married To","You do that when you’re married.”Garregg explained that he and his girlfriend are both divorced and are in a long-distance relationship.
He said she offered to pay off the debt so he could afford to save for travel and visit her more often.
Garregg earns about $85,000 annually and said he is on track to pay off the debt himself before next summer.
“You’re going to change the whole thing if she pays you off your debt,” Ramsey warned.
'”Another case that Ramsey remembered involved a man who bought a house with his girlfriend.",Yahoo Entertainment,2025-09-29T14:32:11Z,https://finance.yahoo.com/news/girlfriend-wants-pay-off-21-143211151.html,2025-09-30 23:07:46.644784
BC-Most Active Stocks,"There are no important events for this country at this time.
Select ""All"" to see top events in other countries or view all events.",Yahoo Entertainment,2025-09-29T14:30:17Z,https://finance.yahoo.com/news/bc-most-active-stocks-143017557.html,2025-09-30 23:07:47.851909
Cathie Wood makes surprising deeper bet on robotaxis,"Cathie Wood has built ARK Invest around the idea that disruptive autonomy changes the game completely.
She’s been bullish on robotaxis for years, arguing that it’s likely to flip auto economics into software-like margins and dominate valuations.
That view runs straight through Tesla…This story appeared on thestreet.com , 2025-09-29 14:17:00.",Biztoc.com,2025-09-29T14:30:08Z,https://biztoc.com/x/0b17057e80143e1f,2025-09-30 23:07:48.267606
"Lam Research Is on a Roll. It Still Has Room to Climb, Analysts Say",", 200); return false;"">Why is Electronic Arts being taken private for $55B? , 200); return false;"">How will a US govern… [+708 chars]",Biztoc.com,2025-09-29T14:30:07Z,https://biztoc.com/x/d033c76037c263b1,2025-09-30 23:07:48.634869
Monday Morning Wrap Up,"There was actually a chill in the air this morning which felt dreamy.
Here is a bit of life lately with the Monday Morning Wrap Up.
When Grady walked away from club and chose to focus on high school hockey we were all surprised but it’s been the best decision ever.
This is really cute and 50% off.
Likewise, I thought this one was really cute, too.",Athoughtfulplaceblog.com,2025-09-29T14:28:56Z,https://athoughtfulplaceblog.com/monday-morning-wrap-up-344/,2025-09-30 23:07:48.763628
Why identity security is the new boundary for the AI era,"Artificial intelligence isnt just reshaping applications: Its redrawing the boundaries of identity security. As conversational agents take center stage, identity emerges as the defining layer where i… [+4579 chars]",SiliconANGLE News,2025-09-29T14:28:52Z,https://siliconangle.com/2025/09/29/identity-security-boundary-ai-era-oktaoktane/,2025-09-30 23:07:49.627082
KE Holdings (BEKE) Fell Following Tariff Announcements,"In its second-quarter 2025 investor letter, Baird Chautauqua International and Global Growth Fund highlighted stocks such as KE Holdings Inc. (NYSE:BEKE).
KE Holdings Inc. (NYSE:BEKE) operates an integrated online and offline platform for housing transactions and services.
On September 26, 2025, KE Holdings Inc. (NYSE:BEKE) stock closed at $19.45 per share, with a market capitalization of $23.455 billion.
Baird Chautauqua International and Global Growth Fund stated the following regarding KE Holdings Inc. (NYSE:BEKE) in its second quarter 2025 investor letter:""KE Holdings Inc. (NYSE:BEKE) reported a solid 1Q25.
KE Holdings (BEKE) Falls as Firm Hints at Share IssuanceKE Holdings Inc. (NYSE:BEKE) is not on our list of 30 Most Popular Stocks Among Hedge Funds.",Yahoo Entertainment,2025-09-29T14:28:28Z,https://finance.yahoo.com/news/ke-holdings-beke-fell-following-142828333.html,2025-09-30 23:07:50.525272
"Barron Trump’s Fortune Tops Melania’s, Thanks to Crypto Investments","Like his father and grandfather before him, Barron Trump seems to have a keen business sense.
The son of Donald Trump and Melania Trump is enjoying a particularly lucrative 2025: at just 19 years of age, the youngest member of the Trump clan now has a larger fortune than his own mother, thanks to cryptocurrencies.
Due to the sale of tokens, Barron’s fortune has jumped by $80 million in recent months and now totals $150 million, according to Forbes.
Donald Trump's second term in the White House has largely benefited his children, writes Forbes.
His investments earned him two billion dollars, out of the three billion in profits he made over the year.",Vanity Fair,2025-09-29T14:28:20Z,https://www.vanityfair.com/news/story/barron-trumps-fortune-crypto,2025-09-30 23:07:50.742171
"Europe’s Capital B Buys 12 More BTC, Total Holdings Hit 2,812 Bitcoin Worth $314M","Capital B has acquired 12 additional Bitcoin (BTC) for 1.2 million, bringing the European company’s total holdings to 2,812 BTC worth over $314 million as of September 29. The Euronext Growth Paris-… [+4675 chars]",Cryptonews,2025-09-29T14:25:29Z,https://cryptonews.com/news/europes-capital-b-buys-12-more-btc-total-holdings-hit-2812-bitcoin-worth-314m/,2025-09-30 23:07:50.825603
Trials to watch: Three major catalysts in Alzheimer’s disease,"The Alzheimer’s disease market is expected to grow at a high compound annual growth rate (CAGR) of 21.8% from $2.4bn in 2023 to $17bn by 2033.
Both therapies target amyloid, highlighting the ongoing unmet need for alternative treatment approaches in Alzheimer’s disease.
By binding to and clearing deposited amyloid plaques, remternetug aims to interrupt the pathological cascade associated with Alzheimer’s disease.
The Phase III trial is investigating the drug in an estimated 760 patients with early Alzheimer’s disease.
“Alzheimer’s disease is a chronic condition that requires long-term treatment for such chronic diseases; oral administration is essential,” he says.",Clinical Trials Arena,2025-09-29T14:23:19Z,https://www.clinicaltrialsarena.com/features/trials-to-watch-three-major-catalysts-in-alzheimers-disease/,2025-09-30 23:07:51.090634
Xiaomi 15T Pro Review: Flagship Power Without the Ultra Price,"Xiaomi 15T Pro Review: DisplayThe Xiaomi 15T Pro features a 6.83-inch AMOLED display.
Xiaomi 15T Pro Review: PerformanceThe Xiaomi 15T Pro is fueled by an outstanding chip.
Benchmarks:Geekbench:Device Single-Core Multi-Core GPU Xiaomi 15T Pro 2,610 7,863 20,822 OnePlus 13 3,036 9,150 18,342 Google Pixel 10 Pro XL 2,267 6,034 2,9483D Mark (Wildlife Extreme Stress Test):Device Best Loop Lowest Loop Stability Xiaomi 15T Pro 6,029 3,663 60.8% OnePlus 13 5,918 4,373 73,9% Google Pixel 10 Pro XL 3,264 1,839 56,3%Capcut video export:Device Time to export (seconds) Xiaomi 15T Pro 9.02 OnePlus 13 6.55 Google Pixel 10 Pro XL 8.5Thermals:3D Mark (Wildlife Extreme Stress Test) thermals:Device Temperature (F) Xiaomi 15T Pro 109.2 OnePlus 13 115.8 Google Pixel 10 Pro XL 109Genshin Impact thermals:Device Temperature (F) Xiaomi 15T Pro 103.4 OnePlus 13 97.7 Google Pixel 10 Pro XL 105.8Xiaomi 15T Pro Review: Battery LifeThe Xiaomi 15T Pro includes a 5,500mAh battery on the inside.
Device Battery life Charging Xiaomi 15T Pro 22:41:17 0:37:27 OnePlus 13 22:35:49 0:38:40 Google Pixel 10 Pro XL 23:43:20 1:19:20Xiaomi 15T Pro Review: CameraThe Xiaomi 15T Pro has a Leica-based triple camera setup on the back.
4K video recording thermals:Device 5 minutes 10 minutes Xiaomi 15T Pro 96.5 101.9 OnePlus 13 89.2 93.9 Google Pixel 10 Pro XL 94.6 98.7Xiaomi 15T Pro Review: SoftwareAndrod 15 came pre-installed on the Xiaomi 15T Pro, with HyperOS 2.",Android Headlines,2025-09-29T14:21:26Z,https://www.androidheadlines.com/xiaomi-15t-pro-review,2025-09-30 23:07:52.984263
Mid-age EVs lead UK’s swift used car sales: Autotrader,"EVs are currently the quickest to sell among used cars, with an average time on the market of 27 days.
According to a press release, the uptick in sales pace reflects a dynamic used car market, supported by consistent buyer activity on Autotrader.
Electric vehicles (EVs) are currently the quickest to sell among used cars, with an average time on the market of 27 days.
In contrast, diesel vehicles are facing a downturn in popularity, with half of the slowest-selling used diesel-powered cars.
Autotrader strategy and insights head Marc Palmer said: “The data is clear: electric cars are thriving in the used car market this month.",Motorfinanceonline.com,2025-09-29T14:19:36Z,https://www.motorfinanceonline.com/news/mid-age-evs-used-car-sales-autotrader/,2025-09-30 23:07:53.158810
Novo Nordisk Stock Is Downgraded. There’s a ‘Tough Path Ahead.’,", 200); return false;"">Why is Electronic Arts being taken private for $55B? , 200); return false;"">How will a US govern… [+710 chars]",Biztoc.com,2025-09-29T14:19:34Z,https://biztoc.com/x/bd3137f7f68c050d,2025-09-30 23:07:53.569343
This Little-Known Stock Is Flying to New Record Highs,", 200); return false;"">Why is Electronic Arts being taken private for $55B? , 200); return false;"">How will a US govern… [+739 chars]",Biztoc.com,2025-09-29T14:19:31Z,https://biztoc.com/x/95e4f73b70f73b90,2025-09-30 23:07:53.981064
Price Over Earnings Overview: Adobe,"Looking into the current session, Adobe Inc. (NASDAQ: ADBE) shares are trading at $360.61, after a 0.07% spike.
Moreover, over the past month, the stock increased by 4.33%, but in the past year, decreased by 28.28%.
Shareholders might be interested in knowing whether the stock is…This story appeared on benzinga.com , 2025-09-29 14:03:06.",Biztoc.com,2025-09-29T14:19:25Z,https://biztoc.com/x/6542ce43d87b1de1,2025-09-30 23:07:54.403471
Stock Is Surging Monday: What's Driving The Action?,"Shares of Roblox Corp (NYSE: RBLX) are trading higher Monday morning following news that video game giant Electronic Arts is set to go private in a landmark leveraged buyout.
Here’s what investors need to know.
What To Know: The surge in Roblox’s stock is part of a broader rally across…This story appeared on benzinga.com , 2025-09-29 14:16:20.",Biztoc.com,2025-09-29T14:19:23Z,https://biztoc.com/x/1155cc70e5cd8a40,2025-09-30 23:07:54.816698
Micron Technology (MU) Rose on Strong Sales Growth,"In this environment, the Baird Chautauqua International Growth Fund underperformed its benchmark during the quarter.
In its second-quarter 2025 investor letter, Baird Chautauqua International and Global Growth Fund highlighted stocks such as Micron Technology, Inc. (NASDAQ:MU).
The one-month return of Micron Technology, Inc. (NASDAQ:MU) was 38.55%, and its shares gained 58.99% of their value over the last 52 weeks.
On September 26, 2025, Micron Technology, Inc. (NASDAQ:MU) stock closed at $157.27 per share with a market capitalization of $184.493 billion.
In the fiscal Q4 Micron Technology, Inc. (NASDAQ:MU) reported revenue of $11.3 billion, up 22% sequentially and up 46% year over year.",Yahoo Entertainment,2025-09-29T14:19:12Z,https://finance.yahoo.com/news/micron-technology-mu-rose-strong-141912006.html,2025-09-30 23:07:55.824183
Can Apple Stock Hit $310 in 2025?,", 200); return false;"">Why is Electronic Arts being taken private for $55B? , 200); return false;"">How will a US govern… [+717 chars]",Biztoc.com,2025-09-29T14:19:11Z,https://biztoc.com/x/28522e78daba68ba,2025-09-30 23:07:56.214145
Comcast Names a Co-CEO. How the Stock Is Reacting,", 200); return false;"">Why is Electronic Arts being taken private for $55B? , 200); return false;"">How will a US govern… [+713 chars]",Biztoc.com,2025-09-29T14:19:09Z,https://biztoc.com/x/a1941d84b37b2fa9,2025-09-30 23:07:57.043645
Bank of America Boosts S&P 500 Price Target on Solid Earnings Growth,", 200); return false;"">Why is Electronic Arts being taken private for $55B? , 200); return false;"">How will a US govern… [+802 chars]",Biztoc.com,2025-09-29T14:18:57Z,https://biztoc.com/x/ae20e98043568527,2025-09-30 23:07:57.397428
Here's How Much You Would Have Made Owning Nutanix Stock In The Last 5 Years,"Nutanix (NASDAQ: NTNX) has outperformed the market over the past 5 years by 13.59% on an annualized basis producing an average annual return of 28.35%.
Currently, Nutanix has a market capitalization of $20.82 billion.
Buying $100 In NTNX: If an ...Full story available on Benzinga.comThis story appeared on benzinga.com , 2025-09-29 14:02:58.",Biztoc.com,2025-09-29T14:18:50Z,https://biztoc.com/x/ee6ae12e660af507,2025-09-30 23:07:57.779117
Make Rave Stabs Like The Landlord Stab,"Later, we’ll resample it, and as those sampled notes are played lower, they’ll be played slower and will last longer.
Route Envelope 1 to the Filter 2 modulation depth and Envelope 2 to the Filter 1 modulation depth.
Set Filter 1 cutoff to 10 o’clock, modulation to 3 o’clock, Key Follow to max, and add a tiny bit of gain.
Step 6 – BitcrushingThe original Landlord stab was a sample, and 80s samplers created distinctive sonic artefacts, so the Landlord has a harmonic edge caused by bitcrushing.
Below you can hear the three versions of our finished riff side-by-side: synth only, resampled, and resampled with the filter envelope.",Attackmagazine.com,2025-09-29T14:17:36Z,https://www.attackmagazine.com/technique/synth-secrets/make-rave-stabs-like-the-landlord-stab/,2025-09-30 23:07:57.952440
"Strategy’s $128 million ATM haul dwarfs bitcoin buy, now holds 640,031 BTC","According to its September 29 Form 8-K, Strategy Inc. (NASDAQ: MSTR) raised $128.1 million through its at-the-market programs between September 22–28 but deployed just $22.1 million into 196 BTC.
The bulk of proceeds are likely for preferred stock dividends, which will be paid on September 30.
As of September 28, Strategy’s aggregate bitcoin holdings stood at 640,031 BTC.
There’s still plenty of room on Strategy’s ATM, with available issuance authorization totaling $46.4 billion across its preferred and common stock offerings.
Read More: Strategy logs its 80th Bitcoin purchase, adds 850 BTC after tapping STRF and MSTR ATMAt time of publication, MSTR is up 3.9% from yesterday’s close.",Blockspace.media,2025-09-29T14:16:59Z,https://blockspace.media/insight/strategys-128-million-atm-haul-dwarfs-bitcoin-buy-now-holds-640031-btc/,2025-09-30 23:07:59.340211
Vine to Mind 2025: Where Data and Wine Form the Perfect Blend,"Organized by EHL Hospitality Business School and the Harvard Data Science Initiative, the second iteration of the Vine to Mind conference took place on EHL’s iconic Lausanne campus in June 2025.
Discussions centered on the role that data science plays in the wine industry.
He didn’t have a crystal ball but rather 25 years of weather data, so he started irrigating his parcel.
“Post-modern wine making”In the session entitled “AI Technologies for the Wine Industry”, three professionals spoke to the opportunities and challenges of AI in the wine industry.
This fruitful collaboration between EHL and Harvard Data Science Initiative was the perfect showcase for both academic excellence and the unique vines of western Switzerland.",Hospitality Net,2025-09-29T14:15:37Z,https://www.hospitalitynet.org/opinion/4129111.html,2025-09-30 23:07:59.753732
Genmab Makes $8 Billion Bet On Merus With Potential Cancer Breakthrough,"Following the closing of the transaction, Genmab will have four proprietary programs expected to drive multiple new drug launches by 2027.
Petosemtamab is an EGFRxLGR5 bispecific antibody with the potential to be both first- and best-in-class in head and neck cancer.
Genmab also intends to broaden and accelerate petosemtamab’s development with potential expansion into earlier lines of therapy.
Following its initial anticipated approval, Genmab believes that petosemtamab will be accretive to EBITDA with at least $1 billion annual sales potential by 2029, with multi-billion-dollar annual revenue potential thereafter.
William Blair views this deal as positive for Genmab, as it adds an asset with peak sales of $3 billion to $4 billion in head and neck cancer alone.",Yahoo Entertainment,2025-09-29T14:15:02Z,https://finance.yahoo.com/news/genmab-makes-8-billion-bet-141502866.html,2025-09-30 23:08:00.703488
BitMine Stock Climbs as Tom Lee's Firm Boosts Ethereum Holdings to $11 Billion,"In brief BitMine Immersion Technologies added $980 million worth of ETH last week, pushing its tally to nearly $11 billion worth.
Tom Lee's company holds the largest Ethereum treasury of any publicly traded firm, outpacing SharpLink Gaming.
The Ethereum treasury firm’s stock rose more than 6% to a recent price of $53.60, following the announcement.
The Las Vegas-based company disclosed crypto and cash holdings nearing $11.6 billion, including 2.65 million ETH valued at $11 billion, 192 Bitcoin (about $21.6 million worth), and $436 million in unencumbered cash.
BitMine is the largest publicly traded Ethereum treasury company, and continues to widen the gap between itself and runner-up SharpLink Gaming, which holds about $3.37 billion worth of ETH.",Decrypt,2025-09-29T14:14:25Z,https://decrypt.co/341906/bitmine-stock-climbs-tom-lee-firm-boosts-ethereum-holdings-11-billion,2025-09-30 23:08:02.079910
Second Shot Market Launches for Used Coffee Gear,"Coffee equipment seller Prima Coffee Equipment last week launched Second Shot Market, an online marketplace for pre-owned or open-box coffee equipment.
Second Shot takes an 8% commission on completed sales, with no listing fees during the startup period.
Second Shot represents the second major store launch for Prima this year.
“Second Shot is backed and operated by Prima Coffee, with customer service, marketing and development teams fully integrated into the platform’s workflow,” Aubrey said.
Second Shot said it monitors listings to prevent fraud and requires clear descriptions and quality photos showing defects.",Dailycoffeenews.com,2025-09-29T14:14:11Z,https://dailycoffeenews.com/2025/09/29/second-shot-market-launches-for-used-coffee-gear/,2025-09-30 23:08:02.244156
"NOVO URGENT DEADLINE ALERT: Bragar Eagel & Squire, P.C. Urges Novo Nordisk Investors to Contact the Firm Before September 30th","Bragar Eagel & Squire, P.C.
Investors have until September 30, 2025 to apply to the Court to be appointed as lead plaintiff in the lawsuit.
On July 29, 2025, Novo announced it was lowering its sales and profit outlook ahead of reporting its results for the second quarter of fiscal year 2025.
About Bragar Eagel & Squire, P.C.
:Bragar Eagel & Squire, P.C.",GlobeNewswire,2025-09-29T14:14:00Z,https://www.globenewswire.com/news-release/2025/09/29/3157887/0/en/NOVO-URGENT-DEADLINE-ALERT-Bragar-Eagel-Squire-P-C-Urges-Novo-Nordisk-Investors-to-Contact-the-Firm-Before-September-30th.html,2025-09-30 23:08:03.033116
Cloudera maps the future of AI with flexible data architectures,Designing a data architecture that can truly support artificial intelligence models is proving to be one of the toughest challenges for enterprises. Cloudera Inc. is addressing the issue by taking a… [+4967 chars],SiliconANGLE News,2025-09-29T14:13:23Z,https://siliconangle.com/2025/09/29/cloudera-data-architecture-ai-clouderaevolve25/,2025-09-30 23:08:03.877755
