title,content,source,published_at,url,collected_at,sentiment
EUR: September CPI to keep ECB expectations anchored - ING,"""However, we think the US government shutdown and the softer dollar story should dominate today and could be enough to drag EUR/USD to 1.1800/1820."" Information on these pages contains forward-looking statements that involve risks and uncertainties. Markets and instruments profiled on this page are for informational purposes only and should not in any way come across as a recommendation to buy or sell in these assets. You should do your own thorough research before making any investment decisions. FXStreet does not in any way guarantee that this information is free from mistakes, errors, or material misstatements. It also does not guarantee that this information is of a timely nature. Investing in Open Markets involves a great deal of risk, including the loss of all or a portion of your investment, as well as emotional distress. All risks, losses and costs associated with investing, including total loss of principal, are your responsibility. The views and opinions expressed in this article are those of the authors and do not necessarily reflect the official policy or position of FXStreet nor its advertisers. The author will not be held responsible for information that is found at the end of links posted on this page. If not otherwise explicitly mentioned in the body of the article, at the time of writing, the author has no position in any stock mentioned in this article and no business relationship with any company mentioned. The author has not received compensation for writing this article, other than from FXStreet. FXStreet and the author do not provide personalized recommendations. The author makes no representations as to the accuracy, completeness, or suitability of this information. FXStreet and the author will not be liable for any errors, omissions or any losses, injuries or damages arising from this information and its display or use. Errors and omissions excepted. The author and FXStreet are not registered investment advisors and nothing in this article is intended to be investment advice.",FXStreet,2025-10-01T08:36:57Z,https://www.fxstreet.com/news/eur-september-cpi-to-keep-ecb-expectations-anchored-ing-202510010836,2025-10-01 18:30:02.419077,-0.1764705882352942
VIDEO | Mabuza moved his millions from pension fund to living annuity after retiring - Alexforbes,"A living annuity is an insurance product, regulated by the Long-Term Insurance Act and the Income Tax Act, where the policyholder's nominated beneficiaries receive the remaining capital portion of the investment upon death Emunah also said she was Mabuza's widow, as they were married under customary law in 1999, and while they were separated at the time of his death, they never divorced, she said. On Tuesday, Tamara successfully blocked the distribution of her father's R44.7m pension fund through an urgent court application. Alexforbes, however, said a living annuity is not a retirement fund and is not governed by Section 37C of the Pension Funds Act which Tamara's lawyer had relied on in his argument. Doctor Sibuyi, Tamara's lawyer had said in his argument that the nomination form only includes a person's wishes which is just a guide. ""So in section 37 (of the Pension Funds Act), it takes a consideration of the constitution when it comes to the issues of not leaving dependents of the deceased going to the streets. ""The law say when the deceased dies it doesn't mean that the life of the dependents comes to stand still and they go to the street. Hence the court have got the right to play to protect the constitution,"" he said. However, Consi Kalamaras, Alexforbes senior manager for public and media relations said while retirement fund death benefits are distributed in accordance with section 37C at the discretion of fund trustees to identified dependents and nominees, this does not apply to a living annuity.",Sowetan LIVE,2025-10-01T09:01:00Z,https://www.sowetanlive.co.za/news/2025-10-01-video-mabuza-moved-his-millions-from-pension-fund-to-living-annuity-after-retiring-alexforbes/,2025-10-01 18:30:02.419314,-0.06666666666666665
Gold: Testing fresh highs - OCBC,"""The underlying bias remains bullish, supported by central bank purchases, rise in gold ETF flows, Fed easing cycle (lower opportunity cost), tariff uncertainties."" Information on these pages contains forward-looking statements that involve risks and uncertainties. Markets and instruments profiled on this page are for informational purposes only and should not in any way come across as a recommendation to buy or sell in these assets. You should do your own thorough research before making any investment decisions. FXStreet does not in any way guarantee that this information is free from mistakes, errors, or material misstatements. It also does not guarantee that this information is of a timely nature. Investing in Open Markets involves a great deal of risk, including the loss of all or a portion of your investment, as well as emotional distress. All risks, losses and costs associated with investing, including total loss of principal, are your responsibility. The views and opinions expressed in this article are those of the authors and do not necessarily reflect the official policy or position of FXStreet nor its advertisers. The author will not be held responsible for information that is found at the end of links posted on this page. If not otherwise explicitly mentioned in the body of the article, at the time of writing, the author has no position in any stock mentioned in this article and no business relationship with any company mentioned. The author has not received compensation for writing this article, other than from FXStreet. FXStreet and the author do not provide personalized recommendations. The author makes no representations as to the accuracy, completeness, or suitability of this information. FXStreet and the author will not be liable for any errors, omissions or any losses, injuries or damages arising from this information and its display or use. Errors and omissions excepted. The author and FXStreet are not registered investment advisors and nothing in this article is intended to be investment advice.",FXStreet,2025-10-01T08:33:56Z,https://www.fxstreet.com/news/gold-testing-fresh-highs-ocbc-202510010833,2025-10-01 18:30:02.419615,-0.07450980392156858
"Swiss glaciers shrank 3% this year, the fourth-biggest retreat on record, experts say","If you are a Home delivery print r, online access is included in your subscription. Activate your Online Access Now ""Glacial melting in Switzerland was once again enormous in 2025,"" the scientists said. ""A winter with low snow depth combined with heat waves in June and August led to a loss of 3% of the glacier volume."" Switzerland is home to nearly 1,400 glaciers, the most of any country in Europe, and the ice mass and its gradual melting have implications for hydropower, tourism, farming and water resources in many European countries. More than 1,000 small glaciers in Switzerland have already disappeared, the experts said. The teams reported that a winter with little snow was followed by heat waves in June -- the second-warmest June on record _ which left the snow reserves depleted by early July. Ice masses began to melt earlier than ever, they said.",Winnipeg Sun,2025-10-01T10:14:23Z,https://winnipegsun.com/pmn/swiss-glaciers-shrank-3-this-year-the-fourth-biggest-retreat-on-record-experts-say,2025-10-01 18:30:02.419771,-0.1058823529411764
Cross-border trade reaches record high,"Cross-border trade is accelerating faster than ever, reaching a record high of €15/£12bn, InterTradeIreland's Trade Conference has heard. The conference was opened by Northern Ireland's Finance Minister John O'Dowd followed by an address from the Republic's Minister for Enterprise, Tourism and Employment Peter Burke. Hosted by entrepreneur and broadcaster, Áine Kerr, the event, 'Accelerating Trade Opportunities Across the Island' brought together policymakers, CEOs and entrepreneurs to unlock growth opportunities and tap into all-island supply chains. Delegates heard from leading economist Richard Ramsey on the opportunities for growth, gained practical insights on VAT, customs and compliance, while also learning how to diversify markets, sharpen their sales strategies and build stronger brands for global success. Margaret Hearty, Chief Executive, InterTradeIreland, speaking at today's event said: ""Today's Trade Conference is showcasing how all-island collaboration is driving prosperity in the face of global uncertainty, and the momentum shows no signs of slowing down. ""This isn't just another conference - it's a catalyst. ""Businesses attending today are here to unlock real growth opportunities across the island and connect with the people, knowledge and support that will help them thrive in an increasingly interconnected, fast-changing trade environment."" Keynote speaker, Brian Donaldson, CEO of the Maxol Group, said: ""Today's event has brought together the vision, knowledge, ambition and expertise needed to help drive business growth across the island. ""The Maxol Group have grown significantly by putting in place an all-island management structure and strategic plan centred on embracing change, cultivating innovation and building long-lasting trusted partnerships. ""My hope is to inspire other indigenous businesses and help them recognise the opportunities that all-island trading offers."" Event highlights included the launch of a new Technical Trade Forum bridging government and business, gathering sector-specific insights to address challenges and unlock opportunities across the island. The event featured a line-up of thought leaders from across industry, marketing and sport - all focused on helping businesses trade smarter and grow faster. The conference at Dublin's Aviva Stadium featured economic insights from Richard Ramsey and keynotes from Brian Donaldson and Jane McDaid. Discussions explored growth sectors, cross-border trade, brand building, and digital-first sales strategies. The event also included a leadership session with sports figure Liam Sheedy.",Business Plus,2025-10-01T10:15:00Z,https://businessplus.ie/economy-2/cross-border-trade-record-high/,2025-10-01 18:30:02.420147,0.3098039215686275
Nonprofit wages years-long war against aggressive vine: 'It's a win-win',"At first glance, the River's Edge Preserve in Falmouth, Maine, looks like a peaceful, green escape. But behind the calm scene, the Falmouth Land Trust has been locked in a yearslong battle with an invasive vine called bittersweet. This woody plant strangles trees, crowds out native species, and leaves behind what conservationists call a ""food desert"" for birds and pollinators, per the Portland Press Herald. The Herald also reported that the Falmouth Land Trust acquired the 24-acre preserve in 2024, and the land was overrun. The ongoing battle of clearing it has required saws, herbicides, and a whole lot of patience. ""It's a win-win for developers and to help conserve some land,"" developer David Chase said to PPH, explaining that the preserve was donated as part of a nearby housing project. For the trust, the win is access to a slice of riverfront forest and a chance to bring balance to the ecosystem. This restoration matters far beyond this one preserve. Invasive plants like round-leaved bittersweet are a headache not just for conservation groups but for homeowners, too. They spread fast, require constant maintenance, and can turn even a small yard into a tangled mess. Not to mention, these invasive plants can outcompete the native plant life. Bittersweet, especially with its massive weight, can smother plants and even go as far as uprooting trees. One Good Samaritan took on the challenge of manually removing bittersweet from a local public trail all by himself. This endeavor couldn't have been simple, considering that bittersweet can be as thick as a human forearm. Luckily, there are ways to combat this overgrowth beyond manual pulling and tugging. Rewilding a yard or green space with native plants can have many benefits, saving you both money and time on maintenance. The Falmouth Land Trust knows it will take years to fully push back the bittersweet. But every patch of milkweed and every returning bird is proof that native plants can thrive again when given the chance.",The Cool Down,2025-10-01T10:15:00Z,https://www.thecooldown.com/green-home/bittersweet-invasive-plant-removal-falmouth-land-trust-vines/,2025-10-01 18:30:02.420441,0.2313725490196079
Warm climate boosts grape growth,"A worker emptying a bucket full of grapes at the Dr Lindicke vineyard in Werder. -- AFP The morning sun shines on lush vines as harvesters pick grapes. The hillside vineyard looks like it could be in Italy but lies near Berlin, Germany where climate change has transformed winemaking. The 75-year-old owner, Manfred Lindicke, said that rising global temperatures over the decades had helped his grapes sweeten and ripen earlier. ""When I started here in 1996, we used to harvest around Oct 1,"" he said. ""Now we start on Sept 1."" The climate crisis may be wreaking havoc globally on island nations, deserts and coastal regions, and intensifying disasters from droughts and wildfires to hurricanes and floods. But in some regions, businesses have benefited from some of its impacts - including on Lindicke's 7.6ha vineyard in Werder, about 35km southwest of the German capital. His wine production is among the northernmost in Europe and on the same latitude as Mongolia and Alaska in the United States. Grapevines were grown here in the Middle Ages but disappeared by the mid-19th century ""due to frost and economic hardships"", Lindicke said. After Germany's 1990 reunification, pioneers brought winemaking back to this corner of the formerly communist-ruled east, a picturesque town close to the city of Potsdam. They have benefited from a rise in average summer temperatures of more than 1°C since, said Ernst Buescher of the German Wine Institute. Over 200ha of vineyards have been planted in northern Germany since the European Union in 2016 permitted members to expand land used for vineyards by up to 1% a year. Lindicke says his vineyard is now harvested a month earlier compared to previous years. Suitable temperatures About 20 wineries have since also sprung up in the nearby western German state of Lower Saxony, which stretches up to the North Sea. ""Now we have suitable temperatures,"" said Jan Brinkmann, head of the state's winemaking association. ""It was only made possible by climate change."" Brinkmann decided to swap grains on part of his own land for grapes because the vines are a hardier, ""less vulnerable"" crop, he said. But he granted that it ""will certainly take time"" for the product to mature into a truly fine wine. Werder, for its part, already makes impressive Pinotin, a light and fruity red. ""The wine keeps improving, especially the reds,"" said volunteer Peter Weymann, 71, who asserted that nowadays ""German winemakers have no need to fear the Italians or the Spanish"". But Lindicke said that climate change cuts both ways, with the weather now more unpredictable. Early harvests, late frosts, droughts and intense sun scorching some grape varieties have all presented growing problems. ""August was relatively dry until its last week,"" he said, adding that a drip irrigation system fitted to local water pipes meant that ""we could cover the whole 7.6ha"". But the last week of August brought ""a lot of rain, much too much"", he added. For now, German winemakers are ""generally winners from climate change"", Buescher said, but added that the flipside was a rise in extreme weather and some crop diseases. ""Changes in the climate have brought an increasing number of risks for German winemaking in recent years,"" he added. Those risks include downy mildew, a plant disease that flourishes in wet weather, as well as esca, a fungal infection that prefers hot, dry summers. Fungus-resistant grape varieties now take up three percent of Germany's cultivated vineyards and about half of Lindicke's. The climate adaptation efforts make life harder for German winemakers as they battle against the well-established industries in southern Europe. Lindicke said all of this makes it harder to stay competitive against mass-produced wine from neighbouring countries. ""If you can buy a Sauvignon Blanc from France for €2.50 (RM12.40) and mine costs €12 (RM59) or €15 (RM74), it doesn't make sense,"" he said. At 75, he is still searching for somebody to take over the family vineyard. - AFP",The Star ,2025-10-01T10:23:13Z,https://www.thestar.com.my/lifestyle/living/2025/10/01/warm-climate-boosts-grape-growth,2025-10-01 18:30:02.421140,-0.1450980392156863
NZD/USD Price Forecast: Tests nine-day EMA after breaking above 0.5800,"The market sentiment remains bearish as the 14-day RSI stays firmly below the 50 mark. NZD/USD extends its gains for the second successive session, trading around 0.5810 during the European hours on Wednesday. The technical analysis of the daily chart indicates a weaker short-term price momentum as the pair remains below the nine-day Exponential Moving Average (EMA). Additionally, the 14-day Relative Strength Index (RSI) is positioned below the 50 mark, strengthening the prevailing bearish bias. On the downside, the NZD/USD pair could find its initial support at the downward trendline around the crucial level of 0.5750. A break below the trendline would open the doors for the pair to navigate the area around 0.5485, the lowest level since March 2020, which was recorded on April 9, 2025. The NZD/USD pair is testing its immediate barrier at the nine-day EMA of 0.5821, followed by the 50-day EMA at 0.5894. A break above these levels would improve the short- and medium-term price momentum and lead the pair to test the three-month high of 0.6008, reached on September 17, followed by 0.6121, the highest since October 2024.",FXStreet,2025-10-01T08:28:56Z,https://www.fxstreet.com/news/nzd-usd-price-forecast-tests-nine-day-ema-after-breaking-above-05800-202510010828,2025-10-01 18:30:02.421551,0.1372549019607843
IATA reports passenger demand grows in August,"IATA has released data for August 2025 global passenger demand, with Willie Walsh, IATA's Director General, observing that: ""August year-on-year demand growth of 4.6% confirms that the 2025 peak northern summer travel season reached a new record high. Moreover, planes were operating with more seats filled than ever with a record load factor of 86%."" Highlights include: Walsh said that: ""Despite economic uncertainties and geopolitical tensions, the global growth trend shows no signs of abating, as October schedules are showing airlines planning 3.4% more capacity. Airlines are doing their best to meet travel demand by maximizing efficiency, making it even more critical for the aerospace manufacturing sector to sort out its supply chain challenges.""",TravelPress,2025-10-01T10:20:02Z,https://www.travelpress.com/iata-reports-passenger-demand-grows-in-august/,2025-10-01 18:30:02.421850,0.05882352941176472
Ontario's Minimum Wage Goes Up To $17.60 Per Hour - Beritaja,"Ontario's minimum costs is now group astatine $17.60 per hour, an summation of 40 cents. The annualized costs summation of 2.4 per cent is based connected the Ontario Consumer Price Index and will boost the paycheques of about 800,000 workers. The state says the latest summation brings Ontario's minimum costs to the 2nd highest provincial complaint successful Canada. The student minimum costs is besides expanding to $16.60 per hour, while the minimum costs for labor who do paid activity successful their ain homes - specified arsenic sewing apparel aliases answering the telephone for a telephone centre - is going up to $19.35 per hour. The state says about 36 per cent of workers making the caller minimum costs aliases little are successful retail, and 23 per cent are successful accommodation and nutrient services. The minimum costs is besides going up coming successful 4 different provinces: Manitoba, Saskatchewan, Nova Scotia and Prince Edward Island.",Beritaja,2025-10-01T10:20:14Z,https://beritaja.com/ontario-s-minimum-wage-goes-up-to-17-60-per-hour-beritaja-387839.html,2025-10-01 18:30:02.422027,0.4588235294117646
"Gold hits fresh all-time high as bulls target $3,900 ahead of US data","The USD touches a one-week trough and further acts as a tailwind for the precious metal. Gold (XAU/USD) continues to scale new record highs through the first half of the European session and has now moved well within striking distance of the $3,900 mark amid a supportive fundamental backdrop. Rising geopolitical tensions, along with the US government shutdown, weigh on investors' sentiment and underpin the safe-haven precious metal. Apart from this, the growing acceptance that the US Federal Reserve (Fed) will lower borrowing costs two more times by the end of this year turns out to be another factor driving flows towards the non-yielding yellow metal. Meanwhile, the US Dollar (USD) selling bias remains unabated for the fourth consecutive day amid dovish Fed expectations and offers additional support to the Gold. The strong move up seems rather unaffected by extremely overbought conditions on the daily chart, suggesting that the path of least resistance for the XAU/USD pair remains to the upside. That said, it will still be prudent to wait for some near-term consolidation or a modest pullback before positioning for any further gains. Traders now look to the US ADP report and the US ISM Manufacturing PMI for a fresh impetus. From a technical perspective, the overnight goodish rebound from sub-$3,800 levels and the subsequent move up validate the near-term positive outlook for the Gold price. That said, the daily Relative Strength Index (RSI) remains well above the 70 mark and points to extremely overbought conditions. This, in turn, makes it prudent to wait for some near-term consolidation or a modest pullback before positioning for any further appreciating move. Meanwhile, any corrective slide below the $3,835 immediate support is more likely to attract some buying near the $3,816 area, representing a short-term ascending trend-line. Some follow-through selling, leading to a subsequent breakdown and acceptance below the $3,800 mark, could pave the way for deeper losses and drag the Gold price to the next relevant support near the $3,758-3.757 region. The downfall could extend further towards the $3,735 support before the XAU/USD eventually drops to the $3,700 round figure.",FXStreet,2025-10-01T08:19:03Z,https://www.fxstreet.com/news/gold-eases-after-refreshing-record-high-bullish-potential-seems-intact-202510010408,2025-10-01 18:30:02.422352,0.4588235294117646
Niagara Bottling holds resource rally with Hamburg Area School District,"Niagara Cares, the charitable division of Niagara Bottling, joined with anti-hunger organization Feed the Children and the Hamburg Area School District to distribute resource kits to families in need. The organizations teamed up recently to hold a ""resource rally,"" at the Hamburg Area High School. Volunteers distributed 200 family kits of food, cases of water, daily essentials and other resources, Niagara Cares representatives said. Participants received: A 25-pound box of shelf-stable food including canned vegetables, beans, soup, pasta, cereal and peanut butter, a case of water; a 15-pound box of personal care essentials such as shampoo, razors, toothpaste and feminine hygiene products; children's books and additional products. With each kit designed to support four people, the team's goal was to impact 800 people at the distribution, Niagara Cares said of the Sept. 10 event. ""At Niagara, connecting with and supporting our communities is at the heart of everything we do,"" said Ann Canela, director of corporate giving at Niagara Bottling. ""Our team members at the Hamburg facility are an integral part of this community, so it's truly meaningful to us to provide these essential items to local residents."" Hamburg Area School District officials said the event was a success. ""The support from both Niagara Bottling and Feed the Children Foundation was tremendous,"" said Dr. Chris Beissel, Hamburg Area School District superintendent. Beissel thanked district administrators and Hamburg police and borough officials for their help coordinating the event. Beissel noted that the rally was Hamburg School District's third time working with Niagara Cares. ""The partnership began with students serving as interns at Niagara,"" Beissel told MediaNews Group. ""In collaboration with the Cal Ripken Sr. Foundation, the company also donated and setup innovation spaces at both Perry and Tilden Elementary."" That donation provided a STEM lab for students to learn coding, engineering, and robotics, Beissel said. Nearly 4% of Hamburg residents live below the poverty line, according to the U.S. Census Bureau. ""We are grateful to be working with Niagara and Hamburg Area School District to make a difference in the lives of children and families in the community,"" said Emily Callahan, president and chief executive officer of Feed the Children, an Oklahoma-based nonprofit dedicated to ending child hunger. Feed the Children and Niagara Cares are longtime partners, having collaborated to provide more than 10 million bottles of water to those impacted by crises like the California wildfires and Hurricanes Helene and Milton, Niagara Cares said. Over the 22 months, the team has held resource rallies in more than a dozen states across the U.S., serving 133,000 meals and reaching 6,400 households and 9,200 children. Including the Hamburg event, Niagara Cares and Feed the Children have served over 14,400 individuals in communities across the nation this year, according to Niagara Cares. In total, the organizations have distributed over 155 million pounds of food, water and other resources globally during their 16-year partnership. Niagara Bottling operates bottling facilities throughout the U.S. and Mexico. It has two Berks County locations, in Hamburg and Perry Township, as well as a location in Upper Macungie Township, Lehigh County.",Reading Eagle,2025-10-01T10:22:35Z,https://www.readingeagle.com/2025/10/01/niagara-bottling-holds-resource-rally-with-hamburg-area-school-district/,2025-10-01 18:30:02.422819,0.5058823529411764
"Contributor: Charging $100,000 For H-1b Visas Will Cost The U.s. Uncountable Wealth - Beritaja","President Trump signed a proclamation that imposes a $100,000 interest connected H-1B visa applications, the migration allocation group speech for highly skilled workers the U.S. system needs. The caller rules frighten the readiness and deployment of quality superior successful the United States. This is misguided and will wounded U.S. maturation and innovation, astatine a clip erstwhile the world arms title for AI creates a captious request for the sharpest quality talent and innovators. We are professors who study and thatch innovation-related topics astatine U.S. investigation universities. As immigrants to the United States from India and Panama respectively, we understand firsthand the sometimes achy discussions about H-1B immigration. Tensions about migration routinely impact our world institutions, our existent students and erstwhile students now successful industry. But location should beryllium a batch of communal crushed connected this polarizing topic. STEM immigrants are creating important worth successful the United States. Immigrants play a important domiciled successful entrepreneurial ventures successful the United States and peculiarly startup innovation. Further, specified immigrants are responsible for 23% of invention output successful the United States. This effect is successful portion based connected policies that let for overseas students to study and enactment successful the United States to activity successful startups. H-1B migration is for illustration a earthy action process that benefits the U.S. immensely. Highly skilled immigrants successful areas specified arsenic exertion and medicine travel quiet for difficult activity and afloat of ideas to amended the world -- to create caller products, services and moreover markets arsenic good arsenic to cater to existing needs done much incremental betterment and optimization. Many of our champion students are immigrants who are looking to enactment successful the United States and create activity opportunities that would not beryllium imaginable anyplace other successful the world. In the United States, we admit entrepreneurial occurrence possibly much than immoderate different country. It is 1 of our top attributes arsenic a society. Nevertheless, we do person an migration problem successful the United States. The problem is that the distribution of benefits crossed the United States is highly skewed. Much of the wealthiness generated successful position of institution creation and jobs has redounded to innovative clusters. But the thought to trim the full number of H-1B immigrants by expanding the costs is precisely the incorrect measurement to ""solve"" this problem -- by dragging down the thriving parts of the system alternatively than lifting up the rest. To turn economical prosperity passim the country, we request to connection much opportunities for much H-1B visa applicants. There are simply not capable trained U.S. nationals to return connected the benignant of labour required for the adjacent activity of a tech-enabled business revolution. Distributing the fruits of H-1B visa holders' activity much broadly requires a different attack than the U.S. has taken before. We should summation the full number of caller H-1B visa recipients each twelvemonth to 350,000 from about 85,000, pinch the further visas apportioned crossed states truthful that locations for illustration assemblage towns -- places for illustration Lawrence, Kan., Gainesville, Fla., and Clemson, S.C., arsenic good arsenic cities specified arsenic Birmingham, Pittsburgh, Cincinnati, Salt Lake City and Boise person capable numbers of H-1B workers. Visas could beryllium allocated done a process akin to the resident-matching strategy for aesculapian doctors, thereby sending workers to states wherever they would create greater worth by filling economical and technological gaps. This infusion of labour would amended technological invention successful section economies and create section spillover effects successful occupation creation and further innovation. Such migration is basal peculiarly now fixed a world push toward accrued business policy, arsenic China and others put successful AI and broader integer transformation. At a clip erstwhile our nationalist information is linked to technological innovation, it is shortsighted not to unfastened ourselves to much immigration. If we do not, we will suffer immoderate of the champion and brightest minds to Canada, Australia, the United Kingdom, Singapore and different countries. Immigration is presently a volatile governmental rumor successful the U.S., arsenic it has been astatine immoderate different moments successful the nation's history. Although this is simply a state of immigrants, for group who consciousness insecure about pocketbook and taste issues, continued migration could consciousness threatening. As a percent of group surviving successful the United States, it has been much than 100 years since location were arsenic galore immigrants present arsenic location are now. But arsenic pinch past waves of immigration, productivity and translator person followed. This is peculiarly clear for H-1B visa holders, who create opportunities for group calved successful the U.S. and guarantee the vitality of American innovation, information and antiauthoritarian values. Increasing the costs of specified visas would chill their usage and trim U.S. prosperity and invention precisely astatine a clip of awesome need.",Beritaja,2025-10-01T10:20:06Z,https://beritaja.com/contributor-charging-100-000-for-h-1b-visas-will-cost-the-u-s-uncountable-wealth-beritaja-387838.html,2025-10-01 18:30:02.423547,0.5137254901960784
"Acuity Inc. Q4 Profit Decreases, But Beats Estimates","(RTTNews) - Acuity Inc. (AYI) announced a profit for fourth quarter that Decreased from the same period last year but beat the Street estimates. The company's earnings totaled $114.0 million, or $3.61 per share. This compares with $118.9 million, or $3.77 per share, last year. Excluding items, Acuity Inc. reported adjusted earnings of $164.0 million or $5.20 per share for the period. Analysts on average had expected the company to earn $4.84 per share. Analysts' estimates typically exclude special items. The company's revenue for the period rose 17.2% to $1.209 billion from $1.032 billion last year. Acuity Inc. earnings at a glance (GAAP) : -Earnings: $114.0 Mln. vs. $118.9 Mln. last year. -EPS: $3.61 vs. $3.77 last year. -Revenue: $1.209 Bln vs. $1.032 Bln last year.",NASDAQ Stock Market,2025-10-01T10:09:59Z,https://www.nasdaq.com/articles/acuity-inc-q4-profit-decreases-beats-estimates,2025-10-01 18:30:02.423690,0.1607843137254903
Authentic Cuban Restaurant Coming to Lafayette in 2026,"Recently, we've heard about a new Kartchner's Specialty Meats heading to Youngsville, the old Burger King on Johnston St near campus getting a new tenant, along with a closure of one of the Starbucks in Lafayette. Now, more updates about the ever-changing Acadiana business landscape. Recently, we heard about a new Cuban restaurant opening at 5611 Johnston Street near Ambassador Caffery in the former Home Cut Donuts building. The new restaurant will be called Cuban Traditions. : 'Cajun Style' Meals Sold at Walmart, Trader Joe's Part of USDA Recall When the news broke in early August, the owners were planning to renovate the current structure and add a second floor. The plan was to open by the end of 2025 or early 2026. That appears to have changed. ""We're opening in about a year -- and it's going to be worth every moment. After discovering unsafe conditions in the original building, we made the decision to tear it down and start fresh,"" the owners commented on a Facebook post. In those recent Facebook posts, you can see some early concept designs of what the new restaurant will look like, and it looks spectacular. Patrons can expect Cuban Traditions to serve authentic Cuban cuisine. ""Authentic, Fast, Flavorful Cuban food -- Pure and True,"" is what the owners have promised. One of the more notable features of the restaurant will be two large ""Cajun microwaves,"" which will be glass-enclosed roasting boxes that will be able to roast whole pigs. We'll keep tabs on the progress of this exciting new restaurant coming to the Hub City in 2026 and report back once construction is further along.",103.3 The G.O.A.T.,2025-10-01T10:08:41Z,https://1033thegoat.com/ixp/33/p/cuban-restaurant-coming-johnston-street/,2025-10-01 18:30:02.423939,0.01960784313725483
"DRI seizes 1,300 kg ganja worth Rs 2.6 cr in Vijayawada, three arrested","The DRI Hyderabad unit seized over 1,300 kg of ganja worth Rs 2.6 crore in Vijayawada. The drugs were hidden in a truck coming from Chhattisgarh. Three people, including the mastermind from Tamil Nadu, were arrested under the NDPS Act Hyderabad: In a major operation, the Directorate of Revenue Intelligence, Hyderabad unit, seized 1,300 kg of ganja in Vijayawada and arrested three persons. Acting on a specific intelligence, the DRI team stopped at a good carrier truck at Ramavarappadu Ring Road, Vijayawada, Andhra Pradesh. The vehicle was coming from Sukma, in Chhattisgarh, and bound for Salem in Tamil Nadu. ""Search of the intercepted goods carrier truck resulted in the recovery of 1300.27 kg of a substance believed to be ganja, packed in 561 packets recovered from a secret cavity of said vehicle. The recovered ganja, valued at Rs 2.6 crore, along with the truck, has been seized and the two occupants of the vehicle have been arrested under the provisions of the NDPS Act, 1985, and subsequently remanded to judicial custody,"" said the DRI officials. The mastermind behind this smuggling of ganja was apprehended near Salem in Tamil Nadu and subsequently arrested after he admitted to orchestrating the conspiracy of ganja smuggling, added the officials.",Telangana Today,2025-10-01T10:18:31Z,https://telanganatoday.com/dri-seizes-1300-kg-ganja-worth-rs-2-6-cr-in-vijayawada-three-arrested,2025-10-01 18:30:02.424359,-0.07450980392156858
Leading UK tech investor warns of 'disconcerting' signs of AI stock bubble,"James Anderson voices concern over soaring valuations of artificial intelligence firms A leading British tech investor has described soaring valuations of artificial intelligence companies as ""disconcerting"", amid concerns of an AI stock market bubble. James Anderson was an early backer of Tesla, Amazon and China's Tencent and Alibaba, generating vast returns for Baillie Gifford's flagship fund. Now at the Italian investment company Lingotto, Anderson said he had not seen signs of an investment bubble until recently, when the ChatGPT developer, OpenAI, and the rival Anthropic announced hefty valuation increases. ""Up until the last couple of months or so ... what surprised me in one sense is that there wasn't really much sign of a bubble [in AI],"" he told the Financial Times. OpenAI is reportedly in talks about a share sale that would value the startup at $500bn (£370bn), up from $300bn in April and $157bn last October. Anthropic almost trebled its valuation recently, going from $60bn in March to $170bn last month. ""I think one needs to be honest that those sudden increases [in valuation] that people were willing to place on OpenAI, Anthropic and the like were disconcerting,"" he said. ""That scale of jump and the pace with which it happened did bother me."" Anderson also raised concerns about Nvidia's investment of up to $100bn in OpenAI. Nvidia is a key player in AI infrastructure as a maker of the computer chips that are used in training and operating AI models, a position that has driven it to a stock market valuation of $4.5tn. Under the terms of the deal, OpenAI will pay Nvidia in cash for chips, and Nvidia will invest in OpenAI for non-controlling shares. Some commentary around the deal has raised parallels with vendor financing, where a company provides financial support to a customer buying its products. Anderson said he was a ""huge admirer"" of Nvidia but the OpenAI deal presented ""more reason to be concerned there than before"". Referring to a practice common in the turn of the millennium dotcom bubble, when telecom equipment makers lent money to customers, he said: ""I have to say the words 'vendor financing' do not carry nice reflections to somebody of my age. ""It's not quite like what many of the telecom suppliers were up to in 1999-2000 but it has certain rhymes to it. I don't think it makes me feel entirely comfortable from that point of view."" Anderson is the managing partner of Lingotto's innovation strategy fund. Lingotto is owned by the Agnelli family, which controls Ferrari, Juventus FC and the Economist.",The Guardian,2025-10-01T10:22:54Z,https://www.theguardian.com/technology/2025/oct/01/leading-uk-tech-investor-warns-of-disconcerting-signs-of-ai-stock-bubble,2025-10-01 18:30:02.424724,0.223529411764706
